No,Username,Rating,Waktu,Ulasan Text,Teks_Clean,Sentimen
443,iraherawati05,5,2025-06-13 17:00,Rasa: ok Tekstur: tepung Kegunaan: untuk kue Tepung ketan hitam ini cocok untuk cake 👍 semoga kue nya enak rasa nya,ok tekstur tepung guna kue tepung ketan hitam cocok cake moga kue,Positif
444,d*****4,5,2025-06-12 11:14,"Warnanya cantik, hitam pekat, enak pokoknya, bakalan beli disini lagi, recommended",warna cantik hitam pekat pokok beli recommended,Positif
445,nadiaalya2001,5,2025-06-12 15:32,"Kemasan rapih dan barangnya juga aman ,sesuai pesanan .",kemas rapih barang aman sesuai pesan,Positif
446,y*****e,5,2025-07-01 15:38,"Rasa: lembut Tekstur: halus Kegunaan: cocok membuat kue Udah habis 1 bungkus tepung ketan nya, Rasanya enak lembut di bikin kue yang lagi viral Gak bikin seret, harga cuma ramah di kantong Bakal order lagi di sini kalau udah habis",lembut tekstur halus guna cocok kue udah habis bungkus tepung ketan lembut bikin kue viral gak bikin seret harga ramah kantong order udah habis,Positif
447,indah_ramlan,5,2025-07-03 17:29,"Alhamdulillah pesanan saya sudah sampai, barangnya blm d coba , mudah2an  bagus, terimakasih kak semoga usahanya lancar dan berkah",alhamdulillah pesan barang blm coba mudah bagus terimakasih kak moga usaha lancar berkah,Positif
448,b*****e,5,2025-06-13 17:31,Rasa: oke Tekstur: oke Kegunaan: bolu ketan hitam alhamdulillah enaaak duh ini aja diawet awet isi 250gr ku bagi 2 emang dari dulu suka ketan hitam karna free gluten,oke tekstur oke guna bolu ketan hitam alhamdulillah enaaak duh aja awet awet isi gr ku emang suka ketan hitam karna free gluten,Positif
449,ernisaman,5,2025-07-01 19:33,Rasa: lezat Tekstur: bagus Kegunaan: buat kue Kualitas produk baik pengiriman cpt recommended makasih yaaa,lezat tekstur bagus guna kue kualitas produk kirim cpt recommended makasih yaaa,Positif
450,o*****i,5,2024-03-25 16:56,"Kualitas: yang di foto itu brownies pake tepungnya bummi. aroma dan rasa ketan hitamnya mantep, ngga kalah sama dark chocolatenya. Kemarin ini kepaksa bikin brownie pake tepung ketan hitam merek lain yg ada di toko deket rumah, ternyata hasilnya bagusan pake tepungnya bummi. Satu bungkus pas buat satu resep juga, ngga harus nimbang2 lagi. Kali ini packagingnya tiga lapis xD. Pake bubble wrap juga.Sudah pasti bakal repeat order ini mah. Thank you! 1 nandamoethy",kualitas foto brownies pake tepung bummi aroma ketan hitam mantep ngga kalah dark chocolatenya kemarin paksa bikin brownie pake tepung ketan hitam merek yg toko deket rumah hasil bagus pake tepung bummi bungkus pas resep ngga nimbang packagingnya lapis xd pake bubble wrap repeat order mah thank you nandamoethy,Positif
451,nandamoethy,5,2025-06-30 08:06,Ketan hitamnya bagus enak banget Warna nya hitam pekat manul Makasii banyak ya kak,ketan hitam bagus banget warna hitam pekat manul makasii kak,Positif
452,nienieng,5,2025-06-26 15:56,Kualitas: bagus banget Cocok Untuk: bolu Untuk pembelian ke 3 kalinya. Pokoknya recommended banget lah toko ini buat tepung ketan hitam nya.,kualitas bagus banget cocok bolu beli kali pokok recommended banget toko tepung ketan hitam,Positif
453,niazulhakimi,5,2025-06-29 17:46,"Sampenya lama. Alhamdulillah ga ada yg bocor sampai dengan aman. Thanx seller , shope dan kurir.",sampenya alhamdulillah ga yg bocor aman thanx seller shope kurir,Negatif
454,a*****a,5,2025-06-16 22:57,Rasa: enak Tekstur: lembut Kegunaan: kue bolu Rasa kerannya brasa banget,tekstur lembut guna kue bolu keran brasa banget,Positif
455,susitriliyanti,5,2025-07-05 21:18,"Rasa: enak Tekstur: lembut tdk berpasir Kegunaan: bolu Tdk bau apek, tdk berpasir enak.. Langganan di sini utk selanjutnya",tekstur lembut tdk pasir guna bolu tdk bau apek tdk pasir langgan utk,Netral
456,ik_yuni_rahmawati,5,2025-06-12 10:12,"Rasa: enak dan khas, pas tidaj terlalu manis Tekstur: sangat halus, khas beda dg brownies tepung lain Kegunaan: cocok umtuk membuat browmies kukus Harga murah dibanding seller lain. Thanks",khas pas tidaj manis tekstur halus khas beda dg brownies tepung guna cocok umtuk browmies kukus harga murah banding seller thanks,Positif
457,momentreseller,5,2025-07-05 09:21,Rasa: ketan hitam Tekstur: lembut Kegunaan: cocok buat kue berbahan ketan hitam Terimakasih ka admin..paket tepung ketannya sampai cepat sekali👍 Selalu amanah ya dlm cepat memproses orderan 🙏,ketan hitam tekstur lembut guna cocok kue bahan ketan hitam terimakasih ka admin paket tepung ketan cepat amanah dlm cepat proses order,Positif
458,u*****a,5,2025-06-30 13:19,"Rasa: enak Tekstur: lembut Kegunaan: bikin kue Tepung ny so far sesuai, fresh Cm pengiriman agak lama, mungkin krn lg viral trs stok ny abis 😁",tekstur lembut guna bikin kue tepung ny so far sesuai fresh cm kirim krn lg viral trs stok ny abis,Netral
459,t*****e,5,2025-07-01 19:21,"Rasa: enak Tekstur: lembut Kegunaan: untum bolu ketan Terimakasih seller , next order lagi di toko ini...",tekstur lembut guna untum bolu ketan terimakasih seller next order toko,Positif
460,usitmaulida,5,2025-07-08 11:00,Rasa: baik Tekstur: baik.baik Kegunaan: baik Peking aman Cepat Enak,tekstur guna peking aman cepat,Positif
461,i*****b,5,2025-07-09 09:41,"Rasa: enakk Tekstur: lembut Kegunaan: cocok buat bolu ketan Tepung ketan ini beda dari yg lain, rasa ketannya lebih enak, lembut, wangi",enakk tekstur lembut guna cocok bolu ketan tepung ketan beda yg ketan lembut wangi,Positif
462,dedecholis,5,2025-07-02 12:54,Rasa: lezat Tekstur: textur yg bagus Kegunaan: cocok bikin kue Blom d coba semoga hasilnya bagus. Pengiriman cepat. Trimakasih shopee Nex order lagi,lezat tekstur textur yg bagus guna cocok bikin kue blom coba moga hasil bagus kirim cepat trimakasih shopee nex order,Positif
463,novitareviews,5,2025-07-03 20:55,"Ikut2an fomo bikin bolu, belum di coba tapi sepertinya meyakinkan, mudah2an hasil nya sesuai ekspektasi",ikut fomo bikin bolu coba mudah hasil sesuai ekspektasi,Positif
464,p*****z,5,2025-06-25 06:57,"Rasa: legit, mantap Tekstur: ga terlalu grainy Kegunaan: bikin bolu ketan Ah enak banget pokoknya mantul",legit mantap tekstur ga grainy guna bikin bolu ketan ah banget pokok mantul,Positif
465,d*****h,5,2025-06-28 19:47,Rasa: blm dicoba Tekstur: lembut Kegunaan: bolu Alhamdulillah recommended seller trimakasih banyak,blm coba tekstur lembut guna bolu alhamdulillah recommended seller trimakasih,Positif
466,fitrisuciawati132,5,2025-07-08 11:05,"Rasa: enak Tekstur: lembut,tidak berpasir Kegunaan: cocok untuk bolu",tekstur lembut pasir guna cocok bolu,Netral
467,7shjesmdg8,5,2025-06-27 05:49,Rasa: pas di lidah dan tidak terlalu manis Tekstur: sangat lembut dan kenyal Kegunaan: cocok buat kue yang lezat,pas lidah manis tekstur lembut kenyal guna cocok kue lezat,Positif
468,d*****0,5,2023-11-14 14:56,"Cocok Untuk: cake Alhamdulillaah. Baru pertama beli di toko ini. Amanah. Service cepat, packing rapi. Aman gak bocor. Terimakasih seller dan abang kurir . Semoga selalu sehat.",cocok cake alhamdulillaah beli toko amanah service cepat packing rapi aman gak bocor terimakasih seller abang kurir moga sehat,Netral
469,stellafelicia420,5,2025-06-16 18:45,Rasa: memuaskan Tekstur: memiliki tekstur yang bagus Kegunaan: cocok untuk membuat kue (bolu) yang lezat,muas tekstur milik tekstur bagus guna cocok kue bolu lezat,Positif
470,rosesriani,5,2025-12-18 16:18,Alhamdulillah sesuai pesanan 🙏👍,alhamdulillah sesuai pesan,Positif
471,e*****i,5,2025-09-17 18:36,Rasa: enak Tekstur: agak kasar Kegunaan: bikin kue,tekstur kasar guna bikin kue,Netral
472,annatasya_snack,5,2025-09-18 18:12,"Murah sih, tapi warna tepungnya abu2 😃",murah sih warna tepung abu,Positif
473,k*****g,5,2025-11-25 07:35,"Udah dateng sih, tp belum dicoba",udah dateng sih tp coba,Positif
474,asma_laela,5,2025-08-31 21:11,Sesuai deakripsi,sesuai deakripsi,Positif
475,pocopoco186,5,2025-12-01 18:50,Kegunaan: ok,guna ok,Positif
476,arniorchid,5,2025-08-18 11:40,Rasa: kyk beras Tekstur: halus Kegunaan: buat kueh,kyk beras tekstur halus guna kueh,Positif
477,y*****d,5,2025-07-11 19:10,"Makasih ya paling murah ini dari toko lain,",makasih murah toko,Positif
478,nurulufah,5,2025-07-05 12:36,Pesanan sudah datang semoga hasilnya bagus,pesan moga hasil bagus,Positif
479,cinta_najla_muthya,5,2025-07-05 13:34,Bolunya enak,bolu,Positif
480,t*****7,5,2025-07-03 22:12,Baru mau coba,coba,Positif
481,mutiaraayudia.s04,5,2025-07-02 17:33,Belum dicoba 🙏,coba,Positif
482,khusnulmawwan,5,2025-06-29 17:40,Belum dicoba.kalau sesuai nanti order lagi,coba sesuai order,Positif
483,linaemran20014,5,2025-06-28 14:22,Rasa: belum coba,coba,Positif
484,hijrotunnadia,5,2025-06-15 16:23,Siap di eksekusi,eksekusi,Positif
